detailedaddress,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,名字,对错,描述,类型
杭州市淳安县千岛湖镇阳光路碧水花园小区28幢2单元9楼,nan,杭州市,淳安县,千岛湖镇,,阳光路,,碧水花园小区 \N,,28幢,2单元,9楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,50499801,9楼,17063,阳光路,50499734,碧水花园小区,\N,\N,50499735,28幢,50499784,2单元,50499801,9楼,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇南山大街447号5单元510,nan,杭州市,淳安县,千岛湖镇,,南山大街,,\N,,\N,5单元,\N,510,2,杭州市,23,淳安县,144,千岛湖镇,7,51843631,510,17061,南山大街,51843563,447号,\N,\N,\N,\N,51843621,5单元,\N,\N,51843631,510,陈朗,正确,,
杭州市淳安县威坪镇杜川村宋家1号,nan,杭州市,淳安县,威坪镇,杜川村, ,,宋家\N,,1号,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,65719262,1号,17853,杜川村,65719221,宋家,\N,\N,65719262,1号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇排岭北路李家坞社区67-B幢1单元813室,nan,杭州市,淳安县,千岛湖镇,,排岭北路,,李家坞社区\N,,67-B幢,,\N,813室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,5598863,67-B幢1单元813室,17068,排岭北路,40229440,李家坞社区,\N,\N,5598863,67-B幢1单元813室,\N,\N,\N,\N,\N,\N,陈朗,错误,单元消失,算法问题，使用的是replace而不是cat
杭州市淳安县千岛湖镇新北社区碧水花园8幢2单元104室,nan,杭州市,淳安县,千岛湖镇,新北社区, ,,碧水花园\N,,8幢,,\N,104室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,8906229,8幢2单元104室,2521923,新北社区,5180942,碧水花园,\N,\N,8906229,8幢2单元104室,\N,\N,\N,\N,\N,\N,陈朗,错误,单元消失,算法问题，使用的是replace而不是cat
杭州市淳安县千岛湖镇环湖北路新安西路14号4单元406,nan,杭州市,淳安县,千岛湖镇,,环湖北路新安西路,14号,\N,,14号,4单元,\N,406,2,杭州市,23,淳安县,144,千岛湖镇,7,42221343,406,8693848,环湖北路,\N,\N,42192887,新安西路,42193903,14号,42221347,4单元,\N,\N,42221343,406,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县千岛湖镇施家塘社区知丰路4幢2单元401号,nan,杭州市,淳安县,千岛湖镇,施家塘社区, 知丰路,401号, \N,,4幢401号,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,4111303,4幢2单元401号,2525366,施家塘社区,2542490,知丰路,\N,\N,4111303,4幢2单元401号,\N,\N,\N,\N,\N,\N,陈朗,错误,building_name二次回填；单元消失,算法问题，没有去除grade_10中回填的号，unit_name使用的是replace而不是cat
杭州市淳安县千岛湖镇南景路绿园新村48幢2单元3F304室,nan,杭州市,淳安县,千岛湖镇,,南景路,,绿园新村 \N,,48幢,2单元,3F,304室,2,杭州市,23,淳安县,144,千岛湖镇,7,112103652,304室,17483984,南景路,17483985,绿园新村,\N,\N,52708575,48幢,52709164,2单元,112103650,3F,112103652,304室,陈朗,正确,,
杭州市淳安县千岛湖镇新安大街61号附近EA1877,nan,杭州市,淳安县,千岛湖镇,,新安大街,61号,\N\N,,61号附近,,\N,附近\NEA1877,2,杭州市,23,淳安县,144,千岛湖镇,7,26105139,EA1877,17055,新安大街,\N,\N,\N,\N,26105110,61号附近,\N,\N,\N,\N,26105139,EA1877,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县千岛湖镇望湖社区龙门路163号2单元204室,nan,杭州市,淳安县,千岛湖镇,望湖社区, 龙门路,163号,\N,,163号,,\N,204室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,2544510,163号2单元204室,2526157,望湖社区,\N,\N,7311754,龙门路,2544510,163号2单元204室,\N,\N,\N,\N,\N,\N,陈朗,错误,building_name二次回填；单元消失,算法问题，没有去除grade_10中回填的号，unit_name使用的是replace而不是cat
杭州市淳安县文昌镇潭头村西阳新村56幢56-2,nan,杭州市,淳安县,文昌镇,潭头村, ,,西阳新村 \N,,,,\N,\N56-2,2,杭州市,23,淳安县,149,文昌镇,7,46742931,Feb-56,20197,潭头村,46742783,西阳新村,\N,\N,46742927,56幢,\N,\N,\N,\N,46742931,Feb-56,陈朗,错误,幢消失building_name回填消失,算法问题，building_name使用replace而不是cat
杭州市淳安县千岛湖镇新安东路庄天岭小区7幢2单元3楼303,nan,杭州市,淳安县,千岛湖镇,,新安东路,,庄天岭小区 \N,,7幢,2单元,3楼,303,2,杭州市,23,淳安县,144,千岛湖镇,7,56248581,303,17059,新安东路,56084970,庄天岭小区,\N,\N,56239402,7幢,56239406,2单元,56248580,3楼,56248581,303,陈朗,正确,,
杭州市淳安县千岛湖镇曙光路曙光新村小区3幢2单元404室,nan,杭州市,淳安县,千岛湖镇,,曙光路,,曙光新村小区 \N,,3幢,2单元,\N,404室,2,杭州市,23,淳安县,144,千岛湖镇,7,1475263,404室,2201761,曙光路,69605346,曙光新村小区,\N,\N,1474551,3幢,1474563,2单元,\N,\N,1475263,404室,陈朗,正确,,
杭州市淳安县姜家镇庄源村庄源29号,nan,杭州市,淳安县,姜家镇,庄源村, ,,庄源\N,,29号,,\N,\N\N,2,杭州市,23,淳安县,136,姜家镇,4,83604793,29号,8436858,庄源村,83604783,庄源,\N,\N,83604793,29号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县大墅镇西园村排岭北路61号3幢1单元402室,nan,杭州市,淳安县,大墅镇,西园村, 排岭北路,61号, \N,,,,\N,402室\N\N,2,杭州市,23,淳安县,132,大墅镇,4,7783563,61号3幢1单元402室,76957663,西园村,7783496,排岭北路,\N,\N,7783563,61号3幢1单元402室,\N,\N,\N,\N,\N,\N,陈朗,错误,单元消失,算法问题，使用的是replace而不是cat
杭州市淳安县千岛湖镇排岭南路如意巷小区2幢1单元701室,nan,杭州市,淳安县,千岛湖镇,,排岭南路,,如意巷小区 \N,,2幢,1单元,\N,701室,2,杭州市,23,淳安县,144,千岛湖镇,7,1542874,701室,17066,排岭南路,141071,如意巷小区,\N,\N,1542297,2幢,1542298,1单元,\N,\N,1542874,701室,陈朗,正确,,
杭州市淳安县王阜乡山川村曹家坞自然村30号1楼,nan,杭州市,淳安县,王阜乡,山川村, ,,曹家坞自然村 \N,,30号,,1楼,\N\N,2,杭州市,23,淳安县,147,王阜乡,6,66702077,1楼,66534476,山川村,66688728,曹家坞自然村,\N,\N,66702076,30号,\N,\N,66702077,1楼,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇南山大街58号浙江省淳安县人民检察院进大门第一排中楼,nan,杭州市,淳安县,千岛湖镇,,南山大街,,浙江省淳安县人民检察院,,进大门一排中楼,,\N, \N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,76710409,进大门第一排中楼,17061,南山大街,76710407,58号,76710408,浙江省淳安县人民检察院,76710409,进大门第一排中楼,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇环湖北路玉兰花园3幢1单元22楼2202室,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,玉兰花园\N,,3幢,1单元,22楼,2202室,2,杭州市,23,淳安县,144,千岛湖镇,7,72723580,2202室,8693848,环湖北路,65339101,玉兰花园,\N,\N,72710767,3幢,72710768,1单元,72723578,22楼,72723580,2202室,陈朗,正确,,
杭州市淳安县千岛湖镇新安西路4-13号1F,nan,杭州市,淳安县,千岛湖镇,,新安西路,,\N,,\N,,1F, ,2,杭州市,23,淳安县,144,千岛湖镇,6,77167059,1F,141150,新安西路,76717758,4-13号,\N,\N,\N,\N,\N,\N,77167059,1F,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇厚屏村332幢1单元601室,nan,杭州市,淳安县,威坪镇,厚屏村, ,,\N\N,,,1单元,\N,601室,2,杭州市,23,淳安县,148,威坪镇,7,2255927,601室,17847,厚屏村,\N,\N,\N,\N,2255915,332幢,2255916,1单元,\N,\N,2255927,601室,陈朗,错误,幢消失building_name回填消失,算法问题，building_name使用replace而不是cat
杭州市淳安县千岛湖镇望湖社区茶苑小区15幢11楼1105（集团高价值）,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,15幢,,11楼,\N1105（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,107482401,1105（集团高价值）,2526157,望湖社区,63536591,茶苑小区,\N,\N,63537222,15幢,\N,\N,63537331,11楼,107482401,1105（集团高价值）,陈朗,正确,,
杭州市淳安县浪川乡大联村浪川乡乡政府,nan,杭州市,淳安县,浪川乡,大联村, ,,\N浪川乡乡政府,,,,\N,\N\N\N,2,杭州市,23,淳安县,140,浪川乡,3,92437520,浪川乡乡政府,28490082,大联村,\N,\N,92437520,浪川乡乡政府,\N,\N,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县富文乡青田村青田自然村青田村村委,nan,杭州市,淳安县,富文乡,青田村, ,,青田自然村 青田村村委,,,,\N,\N\N\N,2,杭州市,23,淳安县,135,富文乡,3,114711464,青田村村委,20436,青田村,114711425,青田自然村,114711464,青田村村委,\N,\N,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县王阜乡山川村阴坞自然村115号1楼（集团高价值）,nan,杭州市,淳安县,王阜乡,山川村, ,,阴坞自然村 \N,,115号,,1楼,\N（集团高价值）\N,2,杭州市,23,淳安县,147,王阜乡,6,106689048,1楼（集团高价值）,66534476,山川村,66688745,阴坞自然村,\N,\N,66702158,115号,\N,\N,106689048,1楼（集团高价值）,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇合歧路合岐路小区8号203室,nan,杭州市,淳安县,千岛湖镇,,合歧路,8号,合岐路小区 \N,,8号,,\N,\N203室,2,杭州市,23,淳安县,144,千岛湖镇,7,61331721,203室,5623147,合歧路,61331693,合岐路小区,\N,\N,61331697,8号,\N,\N,\N,\N,61331721,203室,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县梓桐镇常宁村22号,nan,杭州市,淳安县,梓桐镇,常宁村, ,,\N\N,,22号,,\N,\N\N,2,杭州市,23,淳安县,153,梓桐镇,4,66094706,22号,7930264,常宁村,\N,\N,\N,\N,66094706,22号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县临岐镇湖镜路湖镜路小区30幢2单元202室,nan,杭州市,淳安县,临岐镇,,湖镜路,,湖镜路小区 \N,,30幢,2单元,\N,202室,2,杭州市,23,淳安县,5146,临岐镇,7,61210808,202室,7641513,湖镜路,61210786,湖镜路小区,\N,\N,61210806,30幢,61210807,2单元,\N,\N,61210808,202室,陈朗,正确,,
杭州市淳安县千岛湖镇珍珠大道汇宇和庭9幢2单元7F702室,nan,杭州市,淳安县,千岛湖镇,,珍珠大道,,汇宇和庭\N,,9幢,2单元,7F,702室,2,杭州市,23,淳安县,144,千岛湖镇,7,110592109,702室,66756125,珍珠大道,110588592,汇宇和庭,\N,\N,110588696,9幢,110588723,2单元,110592105,7F,110592109,702室,陈朗,正确,,
杭州市淳安县千岛湖镇富泽村富泽坞村17号,nan,杭州市,淳安县,千岛湖镇,富泽村, ,,富泽坞村 \N,,17号,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,82146959,17号,18118,富泽村,82146947,富泽坞村,\N,\N,82146959,17号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇方宅村上方84号1楼（集团高价值）,nan,杭州市,淳安县,威坪镇,方宅村, ,,上方\N,,84号,,1楼,\N（集团高价值）\N,2,杭州市,23,淳安县,148,威坪镇,6,106585410,1楼（集团高价值）,17841,方宅村,55997482,上方,\N,\N,56479541,84号,\N,\N,106585410,1楼（集团高价值）,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇珍珠北路青塘坞小区8幢1楼店面7号,nan,杭州市,淳安县,千岛湖镇,,珍珠北路,7号,青塘坞小区 \N,,8幢,,1楼,\N店面,2,杭州市,23,淳安县,144,千岛湖镇,7,39807499,店面7号,99131580,珍珠北路,110882232,青塘坞小区,\N,\N,39807001,8幢,\N,\N,39807466,1楼,39807499,店面7号,陈朗,正确,,
杭州市淳安县王阜乡王阜村8号,nan,杭州市,淳安县,王阜乡,王阜村, ,,\N\N,,8号,,\N,\N\N,2,杭州市,23,淳安县,147,王阜乡,4,66120423,8号,92673257,王阜村,\N,\N,\N,\N,66120423,8号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新北社区千岛花园24幢1单元7楼,nan,杭州市,淳安县,千岛湖镇,新北社区, ,,千岛花园\N,,24幢,1单元,7楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,64823649,7楼,2521923,新北社区,5553781,千岛花园,\N,\N,5555800,24幢,5555802,1单元,64823649,7楼,\N,\N,陈朗,正确,,
杭州市淳安县威坪镇虹桥社区商辂苑小区商辂厂宿舍B,nan,杭州市,淳安县,威坪镇,虹桥社区, ,,商辂苑小区 \N商辂厂,,宿舍B,,\N,\N\N,2,杭州市,23,淳安县,148,威坪镇,4,9799908,商辂厂宿舍B,17865,虹桥社区,5590891,商辂苑小区,\N,\N,9799908,商辂厂宿舍B,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇康盛路康盛花园54幢2单元204室,nan,杭州市,淳安县,千岛湖镇,,康盛路,,康盛花园\N,,54幢,2单元,\N,204室,2,杭州市,23,淳安县,144,千岛湖镇,7,60744072,204室,32906313,康盛路,54950298,康盛花园,\N,\N,60743932,54幢,60744022,2单元,\N,\N,60744072,204室,陈朗,正确,,
杭州市淳安县千岛湖镇曙光路曙光新村11幢1单元4号柴间,nan,杭州市,淳安县,千岛湖镇,,曙光路,4号,曙光新村 \N,,11幢,1单元,\N,柴间,2,杭州市,23,淳安县,144,千岛湖镇,7,66209732,4号柴间,2201761,曙光路,50333543,曙光新村,\N,\N,50333567,11幢,50333568,1单元,\N,\N,66209732,4号柴间,陈朗,正确,,
杭州市淳安县汾口镇毛家村枫新村19号,nan,杭州市,淳安县,汾口镇,毛家村, ,,枫新村 \N,,19号,,\N,\N\N,2,杭州市,23,淳安县,133,汾口镇,4,99196164,19号,8410451,毛家村,64773995,枫新村,\N,\N,99196164,19号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县姜家镇沈畈村朱石村90号,nan,杭州市,淳安县,姜家镇,沈畈村, ,,朱石村 \N,,90号,,\N,\N\N,2,杭州市,23,淳安县,136,姜家镇,4,85553843,90号,8436838,沈畈村,85354369,朱石村,\N,\N,85553843,90号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新安东路新安东路5号11单元1141,nan,杭州市,淳安县,千岛湖镇,,新安东路新安东路,5号, \N,,5号,11单元,\N,1141,2,杭州市,23,淳安县,144,千岛湖镇,7,51991334,1141,17059,新安东路,25806367,新安东路,\N,\N,32428909,5号,51991333,11单元,\N,\N,51991334,1141,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县千岛湖镇火炉尖社区炉峰路44幢2单元205室,nan,杭州市,淳安县,千岛湖镇,火炉尖社区, 炉峰路,,\N,,44幢,,\N,205室\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,9390782,44幢2单元205室,2525867,火炉尖社区,\N,\N,7283605,炉峰路,9390782,44幢2单元205室,\N,\N,\N,\N,\N,\N,陈朗,错误,单元消失,算法问题，使用的是replace而不是cat
杭州市淳安县威坪镇笔峰村童村166号1楼,nan,杭州市,淳安县,威坪镇,笔峰村, ,,童村 \N,,166号,,1楼,\N\N,2,杭州市,23,淳安县,148,威坪镇,6,55909309,1楼,17625,笔峰村,55909268,童村,\N,\N,55909308,166号,\N,\N,55909309,1楼,\N,\N,陈朗,正确,,
杭州市淳安县界首乡姚家村106号,nan,杭州市,淳安县,界首乡,姚家村, ,,\N\N,,106号,,\N,\N\N,2,杭州市,23,淳安县,137,界首乡,4,40464721,106号,92434748,姚家村,\N,\N,\N,\N,40464721,106号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县梓桐镇西湖村上坑坞村毕红新,nan,杭州市,淳安县,梓桐镇,西湖村, ,,上坑坞村 \N,,,,\N,\N\N毕红新,2,杭州市,23,淳安县,153,梓桐镇,7,89618624,毕红新,7928797,西湖村,89613861,上坑坞村,\N,\N,\N,\N,\N,\N,\N,\N,89618624,毕红新,陈朗,正确,,
杭州市淳安县千岛湖镇环湖北路千岛明月小区2幢2单元4楼401室,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,千岛明月小区 \N,,2幢,2单元,4楼,401室,2,杭州市,23,淳安县,144,千岛湖镇,7,95344497,401室,8693848,环湖北路,95325904,千岛明月小区,\N,\N,95325980,2幢,95325982,2单元,95344496,4楼,95344497,401室,陈朗,正确,,
杭州市淳安县千岛湖镇周坑村甘山村68号,nan,杭州市,淳安县,千岛湖镇,周坑村, ,,甘山村 \N,,68号,,\N,\N\N,2,杭州市,23,淳安县,144,千岛湖镇,4,114009538,68号,18096,周坑村,75683131,甘山村,\N,\N,114009538,68号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇排岭南路排岭南路小区4幢2单元3楼304,nan,杭州市,淳安县,千岛湖镇,,排岭南路,,排岭南路小区 \N,,4幢,2单元,3楼,304,2,杭州市,23,淳安县,144,千岛湖镇,7,60819756,304,17066,排岭南路,60818686,排岭南路小区,\N,\N,60819717,4幢,60819750,2单元,60819755,3楼,60819756,304,陈朗,正确,,
杭州市淳安县千岛湖镇珍珠大道185-2号,nan,杭州市,淳安县,千岛湖镇,,珍珠大道,185-2号,\N,,\N,,\N, ,2,杭州市,23,淳安县,144,千岛湖镇,2,100615623,185-2号,66756125,珍珠大道,100615623,185-2号,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇环湖北路377号淳安新行政服务中心B幢1FD6,nan,杭州市,淳安县,千岛湖镇,,环湖北路,,淳安新行政服务中心,,B幢,,1F, \ND6,2,杭州市,23,淳安县,144,千岛湖镇,7,92471096,D6,8693848,环湖北路,92170093,377号,92436787,淳安新行政服务中心,92436828,B幢,\N,\N,92470986,1F,92471096,D6,陈朗,正确,,
杭州市淳安县千岛湖镇阳光路金色阳光49幢2单元802室,nan,杭州市,淳安县,千岛湖镇,,阳光路,,金色阳光\N,,49幢,2单元,\N,802室,2,杭州市,23,淳安县,144,千岛湖镇,7,28546072,802室,17063,阳光路,28121157,金色阳光,\N,\N,28546034,49幢,28546064,2单元,\N,\N,28546072,802室,陈朗,正确,,
杭州市淳安县千岛湖镇新安东路朝阳新村2幢4单元2楼207（集团高价值）,nan,杭州市,淳安县,千岛湖镇,,新安东路,,朝阳新村 \N,,2幢,4单元,2楼,207（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,107476923,207（集团高价值）,17059,新安东路,46164256,朝阳新村,\N,\N,46164385,2幢,46164536,4单元,46164537,2楼,107476923,207（集团高价值）,陈朗,正确,,
杭州市淳安县千岛湖镇南景路南景现代城3幢11楼1103,nan,杭州市,淳安县,千岛湖镇,,南景路,,南景现代城\N,,3幢,,11楼,\N1103,2,杭州市,23,淳安县,144,千岛湖镇,7,55968965,1103,17483984,南景路,47329209,南景现代城,\N,\N,47329213,3幢,\N,\N,55968962,11楼,55968965,1103,陈朗,正确,,
杭州市淳安县左口乡显后村369号,nan,杭州市,淳安县,左口乡,显后村, ,,\N\N,,369号,,\N,\N\N,2,杭州市,23,淳安县,156,左口乡,4,74409434,369号,20460,显后村,\N,\N,\N,\N,74409434,369号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇排岭南路53-1号1F未覆盖,nan,杭州市,淳安县,千岛湖镇,,排岭南路,,\N,,\N,,1F, 未覆盖,2,杭州市,23,淳安县,144,千岛湖镇,7,76732578,未覆盖,17066,排岭南路,76732576,53-1号,\N,\N,\N,\N,\N,\N,76732577,1F,76732578,未覆盖,陈朗,正确,,
杭州市淳安县千岛湖镇南山大街449号1单元1楼102室,nan,杭州市,淳安县,千岛湖镇,,南山大街,,\N,,\N,1单元,1楼, 102室,2,杭州市,23,淳安县,144,千岛湖镇,7,66451914,102室,17061,南山大街,51874896,449号,\N,\N,\N,\N,51874941,1单元,66451912,1楼,66451914,102室,陈朗,正确,,
杭州市淳安县瑶山乡何家村何家自然村集居房2号4楼,nan,杭州市,淳安县,瑶山乡,何家村, ,,何家自然村 集居房,,2号,,4楼,\N\N,2,杭州市,23,淳安县,150,瑶山乡,6,92616852,4楼,17423,何家村,87388256,何家自然村,92610086,集居房,92616842,2号,\N,\N,92616852,4楼,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇开发路秀水名苑63号3单元405,nan,杭州市,淳安县,千岛湖镇,,开发路,63号,秀水名苑\N,,63号,3单元,\N,405,2,杭州市,23,淳安县,144,千岛湖镇,7,53208812,405,140600,开发路,38155585,秀水名苑,\N,\N,45039455,63号,45039512,3单元,\N,\N,53208812,405,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县里商乡里商村里商乡里阳78号1楼,nan,杭州市,淳安县,里商乡,里商村, ,,里商乡里阳,,78号,,1楼,\N\N,2,杭州市,23,淳安县,141,里商乡,6,61010936,1楼,102595397,里商村,61010371,里商乡,61010372,里阳,61010935,78号,\N,\N,61010936,1楼,\N,\N,陈朗,正确,,
杭州市淳安县汾口镇杨旗社区杨翠路54号1单元,nan,杭州市,淳安县,汾口镇,杨旗社区, 杨翠路,54号, \N,,54号,1单元,\N,\N,2,杭州市,23,淳安县,133,汾口镇,5,70644966,1单元,16220301,杨旗社区,70621255,杨翠路,\N,\N,70644940,54号,70644966,1单元,\N,\N,\N,\N,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县千岛湖镇阳光路湖滨悦居8号5F502,nan,杭州市,淳安县,千岛湖镇,,阳光路,8号,\N湖滨悦居,,8号,,5F,\N502,2,杭州市,23,淳安县,144,千岛湖镇,7,114282696,502,17063,阳光路,\N,\N,114266567,湖滨悦居,114282678,8号,\N,\N,114282694,5F,114282696,502,陈朗,错误,building_name二次回填,算法问题，没有剔除grade_10回填的号
杭州市淳安县千岛湖镇开发路4西3301,nan,杭州市,淳安县,千岛湖镇,,开发路,,\N\N,,4,,3,西301,2,杭州市,23,淳安县,144,千岛湖镇,7,19591845,301,140600,开发路,\N,\N,\N,\N,19591839,4,19591840,西,19591844,3,19591845,301,陈朗,正确,,
杭州市淳安县汾口镇红旗村汾口镇红旗村卫生室2F,nan,杭州市,淳安县,汾口镇,红旗村, ,,\N汾口镇红旗村卫生室,,,,2F,\N\N\N,2,杭州市,23,淳安县,133,汾口镇,6,76955244,2F,56804735,红旗村,\N,\N,76955242,汾口镇红旗村卫生室,\N,\N,\N,\N,76955244,2F,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇望湖社区茶苑小区18幢1单元10楼,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,18幢,1单元,10楼,\N,2,杭州市,23,淳安县,144,千岛湖镇,6,63537748,10楼,2526157,望湖社区,63536591,茶苑小区,\N,\N,63537701,18幢,63537702,1单元,63537748,10楼,\N,\N,陈朗,正确,,
杭州市淳安县姜家镇章村村章村自然村335-2号,nan,杭州市,淳安县,姜家镇,章村村, ,,章村自然村 \N,,2号,,\N,335-\N\N,2,杭州市,23,淳安县,136,姜家镇,4,89589131,335-2号,56804434,章村村,89268268,章村自然村,\N,\N,89589131,335-2号,\N,\N,\N,\N,\N,\N,陈朗,错误,building_name回填错误,算法问题，从grade_13中取号的时候没有加上连字符
杭州市淳安县千岛湖镇排岭南路83号淳安县第二中学阅览室1F未覆盖,nan,杭州市,淳安县,千岛湖镇,,排岭南路,,淳安县第二中学,,阅览室,,1F, \N未覆盖,2,杭州市,23,淳安县,144,千岛湖镇,7,78437673,未覆盖,17066,排岭南路,76733591,83号,76733592,淳安县第二中学,76733640,阅览室,\N,\N,76733641,1F,78437673,未覆盖,陈朗,正确,,
杭州市淳安县千岛湖镇南山大街188号1单元5楼501,nan,杭州市,淳安县,千岛湖镇,,南山大街,,\N,,\N,1单元,5楼,501,2,杭州市,23,淳安县,144,千岛湖镇,7,44878948,501,17061,南山大街,44878772,188号,\N,\N,\N,\N,44878773,1单元,44878947,5楼,44878948,501,陈朗,正确,,
杭州市淳安县屏门乡项家村项家自然村106号,nan,杭州市,淳安县,屏门乡,项家村, ,,项家自然村 \N,,106号,,\N,\N\N,2,杭州市,23,淳安县,143,屏门乡,4,99696213,106号,92332840,项家村,99658556,项家自然村,\N,\N,99696213,106号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新安东路东庄新村17幢2单元5楼503（集团高价值）,nan,杭州市,淳安县,千岛湖镇,,新安东路,,东庄新村 \N,,17幢,2单元,5楼,503（集团高价值）,2,杭州市,23,淳安县,144,千岛湖镇,7,108618177,503（集团高价值）,17059,新安东路,81963427,东庄新村,\N,\N,81964519,17幢,81964572,2单元,81964610,5楼,108618177,503（集团高价值）,陈朗,正确,,
杭州市淳安县千岛湖镇东汉村东汉自然村方茶秀,nan,杭州市,淳安县,千岛湖镇,东汉村, ,,东汉自然村 \N,,,,\N,\N\N方茶秀,2,杭州市,23,淳安县,144,千岛湖镇,7,99682681,方茶秀,18088,东汉村,99679785,东汉自然村,\N,\N,\N,\N,\N,\N,\N,\N,99682681,方茶秀,陈朗,正确,,
杭州市淳安县千岛湖镇望湖社区茶苑小区19幢1单元7楼701（普通小区）,nan,杭州市,淳安县,千岛湖镇,望湖社区, ,,茶苑小区 \N,,19幢,1单元,7楼,701（普通小区）,2,杭州市,23,淳安县,144,千岛湖镇,7,106480552,701（普通小区）,2526157,望湖社区,63536591,茶苑小区,\N,\N,63537865,19幢,63537866,1单元,63537900,7楼,106480552,701（普通小区）,陈朗,正确,,
杭州市淳安县界首乡姚家村竹坞上村20号,nan,杭州市,淳安县,界首乡,姚家村, ,,竹坞上村 \N,,20号,,\N,\N\N,2,杭州市,23,淳安县,137,界首乡,4,101154785,20号,92434748,姚家村,101154744,竹坞上村,\N,\N,101154785,20号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
杭州市淳安县千岛湖镇新安北路新安北路27幢1单元402室,nan,杭州市,淳安县,千岛湖镇,,新安北路新安北路,, \N,,27幢,1单元,\N,402室,2,杭州市,23,淳安县,144,千岛湖镇,7,1516084,402室,17053,新安北路,140706,新安北路,\N,\N,1516075,27幢,1516076,1单元,\N,\N,1516084,402室,陈朗,正确,,
杭州市淳安县千岛湖镇新安北路28幢3单元206室,nan,杭州市,淳安县,千岛湖镇,,新安北路,,\N\N,,28幢,3单元,\N,206室,2,杭州市,23,淳安县,144,千岛湖镇,7,2361733,206室,17053,新安北路,\N,\N,\N,\N,2361703,28幢,2361731,3单元,\N,\N,2361733,206室,陈朗,正确,,
杭州市淳安县鸠坑乡金塔村金塔村自然村103号,nan,杭州市,淳安县,鸠坑乡,金塔村, ,,金塔村自然村 \N,,103号,,\N,\N\N,2,杭州市,23,淳安县,139,鸠坑乡,4,92613425,103号,56805455,金塔村,92613277,金塔村自然村,\N,\N,92613425,103号,\N,\N,\N,\N,\N,\N,陈朗,正确,,
