detailedaddress,prefecture_id,prefecture_name,county_id,county_name,township_id,township_name,addresslevel,id,name,road_id,road_name,village_id,village_name,block_id,block_name,building_id,building_name,unit_id,unit_name,floor_id,floor_name,door_id,door_name,p_day,p_city,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,remark
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区22幢1单元2层,2,杭州市,19,西湖区,263,翠苑街道,6,9751667,2层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9751613,22幢,9751635,1单元,9751667,2层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,22幢,1单元,2层,,（铁通高新）
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区22幢1单元3层,2,杭州市,19,西湖区,263,翠苑街道,6,9751737,3层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9751613,22幢,9751635,1单元,9751737,3层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,22幢,1单元,3层,,（铁通高新）
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区22幢1单元5层,2,杭州市,19,西湖区,263,翠苑街道,6,9751863,5层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9751613,22幢,9751635,1单元,9751863,5层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,22幢,1单元,5层,,（铁通高新）
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区28幢1单元3层,2,杭州市,19,西湖区,263,翠苑街道,6,9745454,3层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9745358,28幢,9745360,1单元,9745454,3层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,28幢,1单元,3层,,（铁通高新）
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区28幢1单元5层,2,杭州市,19,西湖区,263,翠苑街道,6,9745551,5层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9745358,28幢,9745360,1单元,9745551,5层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,28幢,1单元,5层,,（铁通高新）
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区28幢1单元6层,2,杭州市,19,西湖区,263,翠苑街道,6,9745508,6层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9745358,28幢,9745360,1单元,9745508,6层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,28幢,1单元,6层,,（铁通高新）
杭州市西湖区翠苑街道翠苑一区社区（铁通高新）翠苑一区28幢1单元2层,2,杭州市,19,西湖区,263,翠苑街道,6,9745415,2层,40151,翠苑一区社区,9686560,（铁通高新）翠苑一区,\N,\N,9745358,28幢,9745360,1单元,9745415,2层,\N,\N,20220601,2,浙江省,杭州市,西湖区,翠苑街道,翠苑一区社区,,,,,28幢,1单元,2层,,（铁通高新）
杭州市西湖区北山街道曙光路曙光路27号小区6幢1单元2,2,杭州市,19,西湖区,262,北山街道,6,10762325,2,40798,曙光路,10272019,曙光路27号小区,\N,\N,10762320,6幢,10762321,1单元,10762325,2,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,,27号小区,,6幢,1单元,2,,
杭州市西湖区北山街道曙光路曙光路27号小区6幢1单元4,2,杭州市,19,西湖区,262,北山街道,6,10762331,4,40798,曙光路,10272019,曙光路27号小区,\N,\N,10762320,6幢,10762321,1单元,10762331,4,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,,27号小区,,6幢,1单元,4,,
杭州市西湖区北山街道曙光路曙光路27号小区6幢1单元6,2,杭州市,19,西湖区,262,北山街道,6,10762337,6,40798,曙光路,10272019,曙光路27号小区,\N,\N,10762320,6幢,10762321,1单元,10762337,6,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,,27号小区,,6幢,1单元,6,,
杭州市西湖区北山街道曙光路曙光路27号小区6幢1单元3,2,杭州市,19,西湖区,262,北山街道,6,10762328,3,40798,曙光路,10272019,曙光路27号小区,\N,\N,10762320,6幢,10762321,1单元,10762328,3,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,,27号小区,,6幢,1单元,3,,
杭州市西湖区北山街道曙光路曙光路27号小区6幢1单元1,2,杭州市,19,西湖区,262,北山街道,6,10762322,1,40798,曙光路,10272019,曙光路27号小区,\N,\N,10762320,6幢,10762321,1单元,10762322,1,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,,27号小区,,6幢,1单元,1,,
杭州市西湖区北山街道曙光路曙光路27号小区6幢1单元5,2,杭州市,19,西湖区,262,北山街道,6,10762334,5,40798,曙光路,10272019,曙光路27号小区,\N,\N,10762320,6幢,10762321,1单元,10762334,5,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,,曙光路,,27号小区,,6幢,1单元,5,,
杭州市西湖区西湖街道满觉陇路三台山社区南154号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53745687,154号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53745687,154号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,154号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南59号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743970,59号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743970,59号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,59号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南303号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744515,303号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744515,303号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,303号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南63号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743930,63号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743930,63号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,63号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南9号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743570,9号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743570,9号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,9号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南227号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53745324,227号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53745324,227号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,227号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南82号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743736,82号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743736,82号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,82号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南84号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743727,84号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743727,84号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,84号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南312号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744436,312号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744436,312号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,312号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南30号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744443,30号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744443,30号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,30号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南328号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744358,328号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744358,328号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,328号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南54号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53744009,54号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53744009,54号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,54号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南65号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743913,65号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743913,65号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,65号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南154号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53745687,154号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53745687,154号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,154号,,,,（未覆盖）南
杭州市西湖区西湖街道满觉陇路三台山社区南59号(未覆盖）,2,杭州市,19,西湖区,272,西湖街道,7,53743970,59号(未覆盖）,2205346,满觉陇路,53743563,三台山社区,53743569,南,\N,\N,\N,\N,\N,\N,53743970,59号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,西湖街道,三台山社区,满觉陇路,,,,59号,,,,（未覆盖）南
杭州市西湖区转塘镇镇南路凤凰大厦4幢B3楼,2,杭州市,19,西湖区,274,转塘镇,6,40650579,3楼,53800200,镇南路,40650530,凤凰大厦,\N,\N,40650574,4幢,40650575,B,40650579,3楼,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,镇南路,,凤凰大厦,,4幢,B,3楼,,
杭州市西湖区转塘镇镇南路凤凰大厦4幢B4楼,2,杭州市,19,西湖区,274,转塘镇,6,40650580,4楼,53800200,镇南路,40650530,凤凰大厦,\N,\N,40650574,4幢,40650575,B楼,40650580,3楼,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,镇南路,,凤凰大厦,,4幢B幢,,3楼,,
杭州市西湖区西溪街道文一路222号杭州师范大学钱江学院教学区2号3号5号教学楼,2,杭州市,19,西湖区,273,西溪街道,4,15251022,2号3号5号教学楼,2204607,文一路,15208046,222号,15251021,杭州师范大学钱江学院教学区,15251022,2号3号5号教学楼,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,,文一路,222号,杭州师范大学钱江学院教学区2号3号5号教学楼,,,,,,
杭州市西湖区留下镇留和路288号浙江大屏峰校区机械学院2#楼AB区北3F,2,杭州市,19,西湖区,267,留下镇,6,98904904,3F,1455,留和路,11560025,288号,98904893,浙江大屏峰校区机械学院,\N,\N,98904903,2#楼AB区北,98904904,3F,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,留和路,288号,浙江大屏峰校区机械学院,,2幢,,3层,,AB区北
杭州市西湖区古荡街道文三路379号杭州西湖省人民检察院办公大楼,2,杭州市,19,西湖区,264,古荡街道,7,124860829,办公大楼,2204987,文三路,34475953,379号,124860827,杭州西湖省人民检察院,\N,\N,\N,\N,\N,\N,124860829,办公大楼,20220601,2,浙江省,杭州市,西湖区,古荡街道,,文三路,379号,杭州西湖省人民检察院办公大楼,,,,,,
杭州市西湖区双浦镇三阳村GFX53东面1号,2,杭州市,19,西湖区,270,双浦镇,4,24167832,东面1号,18106167,三阳村,\N,\N,24167828,GFX53,24167832,东面1号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,双浦镇,三阳村,,,GFX53东面,,1号,,,,东面
杭州市西湖区双浦镇三阳村GFX52西面4号,2,杭州市,19,西湖区,270,双浦镇,4,24167784,西面4号,18106167,三阳村,\N,\N,24167738,GFX52,24167784,西面4号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,双浦镇,三阳村,,,GFX52西面,,4号,,,,西面
杭州市西湖区双浦镇三阳村GFX52西面3号,2,杭州市,19,西湖区,270,双浦镇,4,24167773,西面3号,18106167,三阳村,\N,\N,24167738,GFX52,24167773,西面3号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,双浦镇,三阳村,,,GFX52西面,,3号,,,,西面
杭州市西湖区双浦镇三阳村GFX52西面2号,2,杭州市,19,西湖区,270,双浦镇,4,24167755,西面2号,18106167,三阳村,\N,\N,24167738,GFX52,24167755,西面2号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,双浦镇,三阳村,,,GFX52西面,,2号,,,,西面
杭州市西湖区转塘镇横埭街社区横埭街村65号65号,2,杭州市,19,西湖区,274,转塘镇,4,20207005,65号,92194194,横埭街社区,\N,\N,20207004,横埭街村65号,20207005,65号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,横埭街社区,,,横埭街村,,65号65号,,,,
杭州市西湖区转塘镇横埭街社区横埭街村55号55号,2,杭州市,19,西湖区,274,转塘镇,4,20206975,55号,92194194,横埭街社区,\N,\N,20206974,横埭街村55号,20206975,55号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,横埭街社区,,,横埭街村,,55号55号,,,,
杭州市西湖区留下镇西溪路976号天堂宿舍1幢西,2,杭州市,19,西湖区,267,留下镇,4,44393284,1幢西,1370,西溪路,44393282,976号,44393283,天堂宿舍,44393284,1幢西,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,976号,天堂宿舍,,1幢,,,,西
杭州市西湖区留下镇西溪路976号天堂宿舍1幢东,2,杭州市,19,西湖区,267,留下镇,4,44393430,1幢东,1370,西溪路,44393282,976号,44393283,天堂宿舍,44393430,1幢东,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,976号,天堂宿舍,,1幢,,,,东
杭州市西湖区留下镇西溪路976号天堂宿舍2幢西,2,杭州市,19,西湖区,267,留下镇,4,44393427,2幢西,1370,西溪路,44393282,976号,44393283,天堂宿舍,44393427,2幢西,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,976号,天堂宿舍,,2幢,,,,西
杭州市西湖区留下镇西溪路976号天堂宿舍2幢东,2,杭州市,19,西湖区,267,留下镇,4,44393433,2幢东,1370,西溪路,44393282,976号,44393283,天堂宿舍,44393433,2幢东,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,留下镇,,西溪路,976号,天堂宿舍,,2幢,,,,东
杭州市西湖区转塘镇南村社区南村浮山二区2号浮山二区2号,2,杭州市,19,西湖区,274,转塘镇,4,20206759,浮山二区2号,92193968,南村社区,\N,\N,20206758,南村浮山二区2号,20206759,浮山二区2号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,南村社区,,,南村浮山,2区,2号2号,,,,浮山
杭州市西湖区三墩镇厚诚桥社区厚诚桥五里塘双港路65号,2,杭州市,19,西湖区,269,三墩镇,4,124982247,65号,92336133,厚诚桥社区,125259650,厚诚桥,124982246,五里塘双港路,124982247,65号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,三墩镇,厚诚桥社区,五里塘双港路,,厚诚桥五里塘双港路,,65号,,,,
杭州市西湖区转塘镇里街转塘农贸市场60号,2,杭州市,19,西湖区,274,转塘镇,4,45204134,60号,45082337,里街,\N,\N,45204132,转塘农贸市场,45204134,60号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,里街,,转塘农贸市场,,,,,60号,
杭州市西湖区转塘镇里街转塘农贸市场61号,2,杭州市,19,西湖区,274,转塘镇,4,45204135,61号,45082337,里街,\N,\N,45204132,转塘农贸市场,45204135,61号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,里街,,转塘农贸市场,,,,,61号,
杭州市西湖区转塘镇里街转塘农贸市场63号,2,杭州市,19,西湖区,274,转塘镇,4,45204137,63号,45082337,里街,\N,\N,45204132,转塘农贸市场,45204137,63号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,里街,,转塘农贸市场,,,,,63号,
杭州市西湖区转塘镇里街转塘农贸市场62号,2,杭州市,19,西湖区,274,转塘镇,4,45204136,62号,45082337,里街,\N,\N,45204132,转塘农贸市场,45204136,62号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,里街,,转塘农贸市场,,,,,62号,
杭州市西湖区转塘镇里街转塘农贸市场64号,2,杭州市,19,西湖区,274,转塘镇,4,45204138,64号,45082337,里街,\N,\N,45204132,转塘农贸市场,45204138,64号,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,转塘镇,,里街,,转塘农贸市场,,,,,64号,
杭州市西湖区灵隐街道东山弄里东山弄8幢2单元101【聚集小区】,2,杭州市,19,西湖区,266,灵隐街道,7,106906563,101【聚集小区】,99775852,东山弄,100146583,里东山弄,\N,\N,100146668,8幢,100146671,2单元,\N,\N,106906563,101【聚集小区】,20220601,2,浙江省,杭州市,西湖区,灵隐街道,,东山弄里东山弄,,,,8幢,2单元,,101,【聚集小区】
杭州市西湖区北山街道沿山河社区沿山河新村22号楼2幢,2,杭州市,19,西湖区,262,北山街道,4,54984929,2幢,88806971,沿山河社区,54984883,沿山河新村,54984884,22号楼,54984929,2幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,沿山河社区,,,沿山河新村,,22幢2幢,,,,
杭州市西湖区北山街道沿山河社区沿山河新村22号楼1幢,2,杭州市,19,西湖区,262,北山街道,4,54984885,1幢,88806971,沿山河社区,54984883,沿山河新村,54984884,22号楼,54984885,1幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,北山街道,沿山河社区,,,沿山河新村,,22幢1幢,,,,
杭州市西湖区西溪街道保俶路沿山河新村35号9幢,2,杭州市,19,西湖区,273,西溪街道,4,54981798,9幢,2204619,保俶路,33568185,沿山河新村,54981797,35号,54981798,9幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,沿山河新村,保俶路,35号,,,9幢,,,,
杭州市西湖区西溪街道保俶路沿山河新村34号9幢,2,杭州市,19,西湖区,273,西溪街道,4,54981711,9幢,2204619,保俶路,33568185,沿山河新村,54981710,34号,54981711,9幢,\N,\N,\N,\N,\N,\N,20220601,2,浙江省,杭州市,西湖区,西溪街道,沿山河新村,保俶路,34号,,,9幢,,,,
杭州市西湖区西湖街道灵隐路灵溪隧道北口墙壁上,2,杭州市,19,西湖区,272,西湖街道,6,54063201,北口墙壁上,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063201,北口墙壁上,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道北口墙壁上,,,,,,
杭州市西湖区西湖街道灵隐路灵溪隧道中间配电房,2,杭州市,19,西湖区,272,西湖街道,6,54063200,中间配电房,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063200,中间配电房,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道中间配电房,,,,,,
杭州市西湖区西湖街道灵隐路灵溪隧道中南部墙壁上,2,杭州市,19,西湖区,272,西湖街道,6,54063199,中南部墙壁上,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063199,中南部墙壁上,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道中南部墙壁上,,,,,,
杭州市西湖区西湖街道灵隐路灵溪隧道南口墙壁上,2,杭州市,19,西湖区,272,西湖街道,6,54063198,南口墙壁上,2205151,灵隐路,\N,\N,54063197,灵溪隧道,\N,\N,\N,\N,54063198,南口墙壁上,\N,\N,20220601,2,浙江省,杭州市,西湖区,西湖街道,,灵隐路,,灵溪隧道南口墙壁上,,,,,,
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路48号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802245,48号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802245,48号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,48号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路47号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802268,47号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802268,47号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,47号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路61号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802184,61号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802184,61号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,61号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路62号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802181,62号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802181,62号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,62号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路51号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802235,51号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802235,51号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,51号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路58号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802212,58号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802212,58号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,58号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路55号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802227,55号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802227,55号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,55号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路60号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802206,60号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802206,60号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,60号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路59号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802210,59号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802210,59号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,59号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路52号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802233,52号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802233,52号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,52号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路46号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802271,46号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802271,46号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,46号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路53号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802231,53号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802231,53号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,53号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路54号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802228,54号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802228,54号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,54号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路56号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802205,56号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802205,56号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,56号,,,,（未覆盖）
杭州市西湖区转塘镇之江路梦湖山庄梦湖三路50号(未覆盖）,2,杭州市,19,西湖区,274,转塘镇,7,53802237,50号(未覆盖）,1545,之江路,53802033,梦湖山庄,53802180,梦湖三路,\N,\N,\N,\N,\N,\N,53802237,50号(未覆盖）,20220601,2,浙江省,杭州市,西湖区,转塘镇,,之江路,,梦湖山庄梦湖三路,,50号,,,,（未覆盖）
